"","Code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH..cm.","Notes","X","Type","IsHedge","Basal.density","BehaviourType","DBH"
"131","Y18","30/05/2024","10:05","10:25",16,1,2,"Thursday","AMGO","Spinus tristis","Glean","10:25","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"132","Y18","30/05/2024","10:05","10:25",16,1,2,"Thursday","AMGO","Spinus tristis","Glean","10:25","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"133","Y09","30/05/2024","11:05","11:25",16,1,3,"Thursday","AMRO","Turdus migratorius","Incubate","11:11","White cedar","Thuja occidentalis",15,"Nesting in hedge in front yard, no hatchlings yet.","","Yard","Yes",9.9382062,"Reproduction",NA
"134","Y09","30/05/2024","11:05","11:25",16,1,3,"Thursday","AMRO","Turdus migratorius","Incubate","11:11","White cedar","Thuja occidentalis",15,"","","Yard","Yes",9.9382062,"Reproduction",NA
"135","Y09","30/05/2024","11:05","11:25",16,1,3,"Thursday","AMRO","Turdus migratorius","Incubate","11:25","White cedar","Thuja occidentalis",15,"","","Yard","Yes",9.9382062,"Reproduction",NA
"136","Y32","31/05/2024","8:31","8:51",15,1,2,"Friday ","HOSP","Passer domesticus","Feeder","8:48","Feeder",NA,NA,"NOCA calling in neighbour yard","","Yard","No",18.1459564,"Anthropogenic_interaction",NA
"137","Y32","31/05/2024","8:31","8:51",15,1,2,"Friday ","NOCA","Cardinalis cardinalis","Vocalize","8:45","White cedar","Thuja occidentalis",7,"","","Yard","No",18.1459564,"Territory_defense",NA
"138","Y45","31/05/2024","9:38","9:58",18,1,2,"Friday ","HOSP","Passer domesticus","Peck","9:47","Balsam fir","Abies balsamea",5,"Homeowner hears less birds. Neighbourhood has feeder. WBNU in Silver maple in neighbours yard","","Yard","No",8.9523931,"Foraging",NA
"139","Y13","31/05/2024","10:37","10:57",19,1,2,"Friday ","HOSP","Passer domesticus","Peck","10:37","Common lilac","Syringa vulgaris",8,"","","Yard","Yes",12.7497909,"Foraging",NA
"140","Y13","31/05/2024","10:37","10:57",19,1,2,"Friday ","HOSP","Passer domesticus","Perch","10:41","Common lilac","Syringa vulgaris",4,"","","Yard","Yes",12.7497909,"Rest",NA
"141","Y13","31/05/2024","10:37","10:57",19,1,2,"Friday ","HOSP","Passer domesticus","Perch","10:42","Common lilac","Syringa vulgaris",4,"","","Yard","Yes",12.7497909,"Rest",NA
"142","Y13","31/05/2024","10:37","10:57",19,1,2,"Friday ","SOSP","Melospiza melodia","Peck","10:45","Ground",NA,NA,"","","Yard","Yes",12.7497909,"Foraging",NA
"143","Y13","31/05/2024","10:37","10:57",19,1,2,"Friday ","SOSP","Melospiza melodia","Peck","10:45","Ground",NA,NA,"","","Yard","Yes",12.7497909,"Foraging",NA
"144","Y13","31/05/2024","10:37","10:57",19,1,2,"Friday ","HOSP","Passer domesticus","Feeder","10:47","Feeder",NA,NA,"","","Yard","Yes",12.7497909,"Anthropogenic_interaction",NA
"145","Y13","31/05/2024","10:37","10:57",19,1,2,"Friday ","WBNU","Sitta carolinensis","Peck","10:50","Japanese maple","Acer palmatum",10,"","","Yard","Yes",12.7497909,"Foraging",NA
"146","Y27","03/06/2024","7:57","8:17",21,1,2,"Monday","EUST","Sturnus vulgaris","Perch","7:57","Manitoba maple","Acer negundo",106,"Many squirrels. House for-sale. AMRO. EUST, and WBNU in neighbour's Silver maple. Lots of pollinators. CHSW flying low. ","","Yard","No",5.504345,"Rest",NA
"147","Y27","03/06/2024","7:57","8:17",21,1,2,"Monday","EUST","Sturnus vulgaris","Peck","8:03","Manitoba maple","Acer negundo",106,"","","Yard","No",5.504345,"Foraging",NA
"148","Y27","03/06/2024","7:57","8:17",21,1,2,"Monday","WBNU","Sitta carolinensis","Peck","8:05","Manitoba maple","Acer negundo",106,"","","Yard","No",5.504345,"Foraging",NA
"149","Y27","03/06/2024","7:57","8:17",21,1,2,"Monday","EUST","Sturnus vulgaris","Perch","8:08","Manitoba maple","Acer negundo",106,"","","Yard","No",5.504345,"Rest",NA
"150","Y27","03/06/2024","7:57","8:17",21,1,2,"Monday","EUST","Sturnus vulgaris","Perch","8:08","Manitoba maple","Acer negundo",106,"","","Yard","No",5.504345,"Rest",NA
"151","Y27","03/06/2024","7:57","8:17",21,1,2,"Monday","HOSP","Passer domesticus","Hop","8:12","Asian meadowsweet","Spiraea trilobata",NA,"Shrub in front yard - Non-woody plant","","Yard","No",5.504345,"Foraging",NA
"152","Y27","03/06/2024","7:57","8:17",21,1,2,"Monday","HOSP","Passer domesticus","Peck","8:17","Ground",NA,NA,"","","Yard","No",5.504345,"Foraging",NA
"153","Y33","03/06/2024","8:57","9:17",21,1,2,"Monday","HOSP","Passer domesticus","Collect nesting material","9:03","Japanese maple","Acer palmatum",5,"BLJA in adjacent yard, RTHA flyover at 9:07, many ROPI in front. Construction in front yard. ","","Yard","No",8.7178143,"Reproduction",NA
"154","Y33","03/06/2024","8:57","9:17",21,1,2,"Monday","BLJA","Cyanocitta cristata","Perch","9:04","Manitoba maple","Acer negundo",39,"","","Yard","No",8.7178143,"Rest",NA
"155","Y33","03/06/2024","8:57","9:17",21,1,2,"Monday","HOSP","Passer domesticus","Hop","9:06","Manitoba maple","Acer negundo",39,"","","Yard","No",8.7178143,"Foraging",NA
"156","Y33","03/06/2024","8:57","9:17",21,1,2,"Monday","HOSP","Passer domesticus","Perch","9:09","Manitoba maple","Acer negundo",39,"","","Yard","No",8.7178143,"Rest",NA
"157","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","7:56","Common pear","Pyrus communis",15,"* missing tree species, (alarm call)","","Yard","No",3.8040849,"Territory_defense",NA
"158","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:58","Dead standing",NA,20,"GREG flyover. Outdoor cats. Many HOSP and EUST in neighbour's honey locust. AMRO, NOCA, AMCR, BCCH heard.","","Yard","No",3.8040849,"Rest",NA
"159","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:58","Dead standing",NA,20,"","","Yard","No",3.8040849,"Rest",NA
"160","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:02","Dead standing",NA,20,"","","Yard","No",3.8040849,"Rest",NA
"161","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Vocalize","8:07","Dead standing",NA,20,"","","Yard","No",3.8040849,"Territory_defense",NA
"162","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","8:09","Dead standing",NA,20,"","","Yard","No",3.8040849,"Rest",NA
"163","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Bill wipe","8:11","Dead standing",NA,20,"","","Yard","No",3.8040849,"Grooming",NA
"164","Y26","04/06/2024","7:53","8:13",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Preen","8:11","Dead standing",NA,20,"","","Yard","No",3.8040849,"Grooming",NA
"165","Y06","04/06/2024","8:15","8:35",19,1,2,"Tuesday","AMRO","Turdus migratorius","Perch","8:48","Common serviceberry","Amelanchier arborea",3,"REVI, CHSP, AMRO heard. AMRO feeding fledgling on wire in neighbour's front yard. ","","Yard","Yes",5.2786735,"Rest",NA
"166","Y06","04/06/2024","8:15","8:35",19,1,2,"Tuesday","AMRO","Turdus migratorius","Vocalize","8:48","Honeyberry","Lonicera caerulea",NA,"Small shrub","","Yard","Yes",5.2786735,"Territory_defense",NA
"167","Y06","04/06/2024","8:15","8:35",19,1,2,"Tuesday","AMRO","Turdus migratorius","Gape","8:50","Ground",NA,NA,"","","Yard","Yes",5.2786735,"Foraging",NA
"168","Y24","05/06/2024","7:47","8:07",20,3,2,"Wednesday","AMRO","Turdus migratorius","Perch","7:47","White cedar","Thuja occidentalis",9,"Fledgling","","Yard","Yes",66.8015769,"Rest",NA
"169","Y24","05/06/2024","7:47","8:07",20,3,2,"Wednesday","AMRO","Turdus migratorius","Perch","7:53","White cedar","Thuja occidentalis",9,"Loud dog in next yard. Successful AMRO nest probably in yard close by (because 2 fledglings in this yard). CHSP, SOSP, AMRO, NOCA, EUST, AMCR heard. Very hot and humid. Lots of pollinating insects in front garden. #SaveFairviewForest sign in front yard. ","","Yard","Yes",66.8015769,"Rest",NA
"170","Y24","05/06/2024","7:47","8:07",20,3,2,"Wednesday","AMRO","Turdus migratorius","Hide","7:54","Ground",NA,NA,"Fledgling","","Yard","Yes",66.8015769,"Reproduction",NA
"171","Y24","05/06/2024","7:47","8:07",20,3,2,"Wednesday","AMRO","Turdus migratorius","Perch","8:05","Ground",NA,NA,"Fledgling,(wooden garden post)","","Yard","Yes",66.8015769,"Rest",NA
"172","Y24","05/06/2024","7:47","8:07",20,3,2,"Wednesday","AMRO","Turdus migratorius","Vocalize","8:07","White cedar","Thuja occidentalis",9,"Fledgling","","Yard","Yes",66.8015769,"Territory_defense",NA
"173","Y04","05/06/2024","8:19","8:39",21,3,2,"Wednesday","HOSP","Passer domesticus","Perch","8:23","Japanese maple","Acer palmatum",6,"HOSP nest on side of house. Mother HOSP often in silver maple. REVI vocalizing across the street. EUST, NOCA, AMCR and AMRO vocalizing. Evidence of emerald ash borer in backyard ash tree. Car alarm went off. Empty AMRO nest on back porch.","","Yard","Yes",3.1567111,"Rest",NA
"174","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","AMRO","Turdus migratorius","Hide","9:18","Ground",NA,NA,"Fledgling","","Yard","No",NA,"Reproduction",NA
"175","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","AMRO","Turdus migratorius","Feed fledgling","9:21","Fence",NA,NA,"House for sale. HOSP in street tree. AMCR heard. Wild lawn in backyard. Backyard neighbours have a feeder and AMRO nest.","**Side note: I (Jess) think we went to the wrong yard last time.","Yard","No",NA,"Reproduction",NA
"176","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","AMRO","Turdus migratorius","Feed fledgling","9:31","White ash","Fraxinus americana",20,"* ash in backyard","","Yard","No",NA,"Reproduction",NA
"177","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","AMRO","Turdus migratorius","Receive food ","9:31","White ash","Fraxinus americana",20,"Fledgling","","Yard","No",NA,"Reproduction",NA
"178","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","AMRO","Turdus migratorius","Vocalize","9:32","White ash","Fraxinus americana",20,"Fledgling","","Yard","No",NA,"Territory_defense",NA
"179","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","SOSP","Melospiza melodia","Preen","9:33","White ash","Fraxinus americana",20,"* ash in backyard","","Yard","No",NA,"Grooming",NA
"180","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","AMRO","Turdus migratorius","Perch","9:33","Fence",NA,NA,"","","Yard","No",NA,"Rest",NA
"181","Y25","05/06/2024","9:18","9:38",21,2,2,"Wednesday","AMRO","Turdus migratorius","Vocalize","9:38","White ash","Fraxinus americana",20,"* ash in backyard","","Yard","No",NA,"Territory_defense",NA
"182","Y49","10/06/2024","7:16","7:36",14,4,3,"Monday","CHSP","Spizella passerina","Vocalize","7:16","Ground",NA,NA,"Light drizzle. Two CHSPs in homeowner's Norway maple street tree. Heard NOCA, AMCR, HOSP, EUST.","","Yard","No",12.2787018,"Territory_defense",NA
"183","Y49","10/06/2024","7:16","7:36",14,4,3,"Monday","CHSP","Spizella passerina","Peck","7:17","Ground",NA,NA,"","","Yard","No",12.2787018,"Foraging",NA
"184","Y49","10/06/2024","7:16","7:36",14,4,3,"Monday","CHSP","Spizella passerina","Vocalize","7:21","Ground",NA,NA,"August lily, Aizoon stonecrop","","Yard","No",12.2787018,"Territory_defense",NA
"185","Y49","10/06/2024","7:16","7:36",14,4,3,"Monday","CHSP","Spizella passerina","Peck","7:21","Ground",NA,NA,"August lily, Aizoon stonecrop","","Yard","No",12.2787018,"Foraging",NA
"186","Y49","10/06/2024","7:16","7:36",14,4,3,"Monday","CHSP","Spizella passerina","Vocalize","7:33","Japanese maple","Acer palmatum",9,"","","Yard","No",12.2787018,"Territory_defense",NA
"187","Y49","10/06/2024","7:16","7:36",14,4,3,"Monday","CHSP","Spizella passerina","Peck","7:33","Ground",NA,NA,"","","Yard","No",12.2787018,"Foraging",NA
"188","Y09","10/06/2024","8:44","9:04",14,3,3,"Monday","AMRO","Turdus migratorius","Vocalize","8:44","Ground",NA,NA,"HOSP, CHSP, NOCA heard. HOSP in homeowner's oak street tree.","","Yard","Yes",9.9382062,"Territory_defense",NA
"189","Y09","10/06/2024","8:44","9:04",14,3,3,"Monday","AMRO","Turdus migratorius","Collect nesting material","8:44","White cedar","Thuja occidentalis",15,"","","Yard","Yes",9.9382062,"Reproduction",NA
"190","Y07","11/06/2024","8:04","8:24",12,4,2,"Tuesday",NA,"","","","","",NA,"Still on West Broadway, but more birds heard in backyards compared to on the street. No cedar hedge. Misting rain. COGR, BLJA, NOCA, AMRO, AMCR, EUST heard or seen. MERL seen and heard in neighbour's dead tree.","","Yard","Yes",6.9929772,NA,NA
"191","Y44","11/06/2024","8:31","8:51",12,4,2,"Tuesday",NA,"","","","","",NA,"REVI heard close by. NOCA and AMRO alarm call. CHSP and BCCH flying through yard into neighbour's. COGR, AMGO, AMCR, BLJA heard or seen. No misting rain. MERL heard, very quiet after call.","","Yard","No",6.8395773,NA,NA
"192","Y31","11/06/2024","8:59","9:19",12,4,2,"Tuesday","NOCA","Cardinalis cardinalis","Perch","9:00","White cedar","Thuja occidentalis",10,"CHSP, NOCA, COGR, SOSP, AMCR, REVI seen or heard. CHSP, BCCH, and AMRO in ash street tree.","","Yard","Yes",0.8590313,"Rest",NA
"193","Y31","11/06/2024","8:59","9:19",12,4,2,"Tuesday","AMRO","Turdus migratorius","Perch","9:07","Norway maple","Acer platanoides",45,"*Has a cedar hedge. ","","Yard","Yes",0.8590313,"Rest",NA
"194","Y31","11/06/2024","8:59","9:19",12,4,2,"Tuesday","AMGO","Spinus tristis","Perch","9:15","Norway maple","Acer platanoides",42,"","","Yard","Yes",0.8590313,"Rest",NA
"195","Y31","11/06/2024","8:59","9:19",12,4,2,"Tuesday","AMGO","Spinus tristis","Perch","9:15","Norway maple","Acer platanoides",42,"","","Yard","Yes",0.8590313,"Rest",NA
"196","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Glean","9:58","Trumpet honeysuckle","Lonicera sempervirens",NA,"AMCR, EUST, BCCH, CEDW heard or seen. HOSP in street tree.","","Yard","No",11.3989116,"Foraging",NA
"197","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Vocalize","10:02","Common lilac","Syringa vulgaris",5,"","","Yard","No",11.3989116,"Territory_defense",NA
"198","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Vocalize","10:02","Bird bath",NA,NA,"","","Yard","No",11.3989116,"Territory_defense",NA
"199","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Vocalize","10:02","Common lilac","Syringa vulgaris",5,"","","Yard","No",11.3989116,"Territory_defense",NA
"200","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","10:02","Common lilac","Syringa vulgaris",5,"","","Yard","No",11.3989116,"Grooming",NA
"201","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Vocalize","10:02","Common lilac","Syringa vulgaris",5,"","","Yard","No",11.3989116,"Territory_defense",NA
"202","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Vocalize","10:02","Trumpet honeysuckle","Lonicera sempervirens",NA,"","","Yard","No",11.3989116,"Territory_defense",NA
"203","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Collect nesting material","10:09","Feeder",NA,NA,"","","Yard","No",11.3989116,"Reproduction",NA
"204","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Perch","10:10","Bird bath",NA,NA,"","","Yard","No",11.3989116,"Rest",NA
"205","Y28","11/06/2024","9:50","10:10",12,4,2,"Tuesday","HOSP","Passer domesticus","Perch","10:10","Bird bath",NA,NA,"","","Yard","No",11.3989116,"Rest",NA
"206","Y06","13/06/2024","8:21","8:41",17,1,2,"Thursday","NOCA","Cardinalis cardinalis","Vocalize","8:39","Common lilac","Syringa vulgaris",3,"Cat in yard. Heard or saw AMCR, CHSW, EUST, HOSP, AMRO, CHSP.","","Yard","Yes",5.2786735,"Territory_defense",NA
"207","Y06","13/06/2024","8:21","8:41",17,1,2,"Thursday","NOCA","Cardinalis cardinalis","Bill wipe","8:39","Common lilac","Syringa vulgaris",3,"","","Yard","Yes",5.2786735,"Grooming",NA
"208","Y06","13/06/2024","8:21","8:41",17,1,2,"Thursday","NOCA","Cardinalis cardinalis","Preen","8:39","Silver maple","Acer saccharinum",15,"","","Yard","Yes",5.2786735,"Grooming",NA
"209","Y06","13/06/2024","8:21","8:41",17,1,2,"Thursday","NOCA","Cardinalis cardinalis","Vocalize","8:40","Silver maple","Acer saccharinum",15,"","","Yard","Yes",5.2786735,"Territory_defense",NA
"210","Y26","13/06/2024","8:51","9:11",17,1,2,"Thursday","EUST","Sturnus vulgaris","Vocalize","8:58","Dead standing",NA,20,"NOCA pair heard nearby. Saw or heard EUST, HOSP, AMCR, NOCA, SOSP, CHSW, AMRO, CEDW, MODO. Persian car in backyard.","","Yard","No",3.8040849,"Territory_defense",NA
"211","Y26","13/06/2024","8:51","9:11",17,1,2,"Thursday","HOSP","Passer domesticus","Collect nesting material","9:05","Vanhouttei spirea","Spiraea × vanhouttei",NA,"","","Yard","No",3.8040849,"Reproduction",NA
"212","Y26","13/06/2024","8:51","9:11",17,1,2,"Thursday","HOSP","Passer domesticus","Collect nesting material","9:05","Vanhouttei spirea","Spiraea × vanhouttei",NA,"","","Yard","No",3.8040849,"Reproduction",NA
"213","Y26","13/06/2024","8:51","9:11",17,1,2,"Thursday","EUST","Sturnus vulgaris","Perch","9:07","Dead standing",NA,20,"","","Yard","No",3.8040849,"Rest",NA
"214","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Feeder","10:02","Feeder",NA,NA,"Neighbours mowing lawn. Both deciduous are Siberian elm and Cedar actually is 35. Heard or saw BLJA, AMRO, NOCA, HOSP, BCCH. Likely COHA flyover. NOCA pair at feeder after survey was over. Pet BUDG in tree, interested in feeder.","","Yard","No",24.3215042,"Anthropogenic_interaction",NA
"215","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","10:02","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Territory_defense",NA
"216","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Hop","10:04","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Foraging",NA
"217","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","BUDG","Melopsittacus undulatus","Perch","10:12","Siberian elm","Ulmus pumila",46,"","","Yard","No",24.3215042,"Rest",NA
"218","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Hop","10:15","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Foraging",NA
"219","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Hop","10:15","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Foraging",NA
"220","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Preen","10:17","Siberian elm","Ulmus pumila",46,"","","Yard","No",24.3215042,"Grooming",NA
"221","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","10:18","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Territory_defense",NA
"222","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","10:18","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Territory_defense",NA
"223","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","10:20","Siberian elm","Ulmus pumila",46,"","","Yard","No",24.3215042,"Territory_defense",NA
"224","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","HOSP","Passer domesticus","Perch","10:22","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Rest",NA
"225","Y47","13/06/2024","10:02","10:22",19,1,2,"Thursday","AMRO","Turdus migratorius","Perch","10:22","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Rest",NA
"226","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","7:26","Norway maple","Acer platanoides",4,"SOSP, EUST, AMRO, AMCR, BCCH, NOCA, CHSP, HOSP see or heard.","","Yard","No",36.854895,"Territory_defense",NA
"227","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","HOSP","Passer domesticus","Glean","7:27","Norway spruce","Acer platanoides",49,"Other Norway Spruce has DBH = 30.","","Yard","No",36.854895,"Foraging",NA
